country_code,term,score,rank,refresh_date,country_name,region_name,region_code,week,percent_gain
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-05-09,300
DK,biden,,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-09-26,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-12-05,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-12-26,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-01-02,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-03-06,300
DK,biden,2,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-03-20,300
DK,biden,2,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-03-27,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-05-08,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-07-17,300
DK,biden,,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-08-14,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-09-04,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-10-16,300
DK,biden,4,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-11-06,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-01-01,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-01-22,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-03-05,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-03-19,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-05-21,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-06-25,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-09-10,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-11-26,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-04-07,300
DK,biden,1,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-04-28,300
DK,biden,5,18,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-06-23,300
DK,biden,,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2019-11-03,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-04-12,300
DK,biden,,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-04-19,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-04-26,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-06-07,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-06-21,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-01-31,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-03-28,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-04-04,300
DK,biden,2,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-04-11,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-12-26,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-01-16,300
DK,biden,,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-01-23,300
DK,biden,2,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-03-20,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-04-03,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-07-24,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-08-21,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-08-28,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-12-25,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-02-05,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-03-12,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-03-19,300
DK,biden,1,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-06-02,300
DK,biden,5,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-06-30,300
DK,biden,31,18,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-07-21,300
DK,biden,,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2019-10-06,300
DK,biden,,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2019-10-13,300
DK,biden,,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-02-16,300
DK,biden,2,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-03-08,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-05-03,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-05-10,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-07-26,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-09-06,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-12-06,300
DK,biden,2,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-04-11,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-04-25,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-06-20,300
DK,biden,,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-07-04,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-12-26,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-02-06,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-08-27,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-10-08,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-12-17,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-12-24,300
DK,biden,2,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-12-31,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-01-14,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-03-24,300
DK,biden,1,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-04-28,300
DK,biden,7,18,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-07-07,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-08-11,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-08-18,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-08-25,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-11-10,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-12-01,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-12-08,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2019-12-15,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2020-01-12,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2020-03-08,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2020-06-14,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2020-06-28,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2021-02-14,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2021-07-04,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2021-10-03,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2022-01-23,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2022-03-13,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2022-10-09,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2022-10-30,300
DK,biden,,18,2024-07-22,Denmark,Region Zealand,DK-85,2023-01-15,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2023-03-05,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2023-07-09,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2023-10-08,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2023-10-15,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2023-10-29,300
DK,biden,1,18,2024-07-22,Denmark,Region Zealand,DK-85,2024-02-18,300
DK,biden,2,18,2024-07-22,Denmark,Region Zealand,DK-85,2024-03-10,300
DK,biden,5,18,2024-07-22,Denmark,Region Zealand,DK-85,2024-06-23,300
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2019-07-28,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2020-02-16,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2020-05-24,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2020-05-31,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2020-06-07,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2021-05-09,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2021-08-15,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2021-08-29,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2021-10-03,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2021-12-12,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2022-03-13,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2022-05-01,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2022-06-26,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2022-07-10,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2022-11-06,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2023-01-08,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2023-06-18,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2023-07-09,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2023-07-30,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2023-09-24,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2023-10-08,650
DK,cavendish,,11,2024-07-22,Denmark,North Denmark Region,DK-81,2024-05-26,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2019-08-04,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2019-09-08,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2019-10-06,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2019-10-13,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2019-12-08,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2019-12-22,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-02-02,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-02-23,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-03-01,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-04-12,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-04-26,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-05-31,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-06-28,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-08-23,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-11-08,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-12-13,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-05-16,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-01-23,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-03-27,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-05-01,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-05-15,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-08-21,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-10-30,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-11-27,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-01-22,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-02-12,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-04-16,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-08-06,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-08-27,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-09-10,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-11-19,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-01-14,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-01-21,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-02-25,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-03-31,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-04-07,650
DK,cavendish,,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-05-05,650
DK,cavendish,100,11,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-07-21,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2019-09-22,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-03-22,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-07-05,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-11-29,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-01-24,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-03-14,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-04-11,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-05-16,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-06-06,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2021-08-15,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-01-16,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-04-24,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-05-15,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2022-11-06,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-01-22,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-01-29,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-03-12,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-04-02,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-04-16,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-05-21,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-08-20,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2023-09-03,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-01-14,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-01-28,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-04-21,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-05-05,650
DK,cavendish,,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-05-19,650
DK,cavendish,14,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-05-26,650
DK,cavendish,14,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-07-07,650
DK,cavendish,14,11,2024-07-22,Denmark,Region Syddanmark,DK-83,2024-07-14,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2019-07-21,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-05-10,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-05-17,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-08-30,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-09-06,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-10-11,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2020-10-18,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-02-07,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-03-21,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2021-05-23,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-04-10,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-04-17,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-04-24,650
DK,cavendish,7,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-05-08,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-05-29,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-09-25,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2022-11-13,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-01-22,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-05-07,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-05-14,650
DK,cavendish,11,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-05-28,650
DK,cavendish,14,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-06-25,650
DK,cavendish,9,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-08-06,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-08-13,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-10-08,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-10-22,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2023-12-17,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-01-14,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-01-28,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-03-31,650
DK,cavendish,,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-06-02,650
DK,cavendish,91,11,2024-07-22,Denmark,Capital Region of Denmark,DK-84,2024-06-30,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2019-09-29,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2019-10-13,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2019-11-17,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2020-04-26,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2020-07-19,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2020-07-26,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2020-10-18,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2021-05-02,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2021-06-06,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2021-10-03,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2021-10-10,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2022-01-23,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2022-02-13,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2023-04-16,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2023-06-11,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2023-07-16,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2023-10-01,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2024-03-17,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2024-03-24,650
DK,cavendish,,11,2024-07-22,Denmark,Region Zealand,DK-85,2024-05-26,650
DK,dmi radar,12,23,2024-07-22,Denmark,North Denmark Region,DK-81,2019-09-01,250
DK,dmi radar,12,23,2024-07-22,Denmark,North Denmark Region,DK-81,2019-09-22,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2019-10-06,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2019-11-10,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2019-11-17,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2019-12-08,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-01-12,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-05-03,250
DK,dmi radar,24,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-06-28,250
DK,dmi radar,11,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-07-12,250
DK,dmi radar,9,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-09-06,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-10-04,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2020-12-06,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2021-03-07,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2021-04-04,250
DK,dmi radar,14,23,2024-07-22,Denmark,North Denmark Region,DK-81,2021-06-13,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2021-11-07,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2022-01-16,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2022-04-17,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2022-04-24,250
DK,dmi radar,13,23,2024-07-22,Denmark,North Denmark Region,DK-81,2022-05-22,250
DK,dmi radar,8,23,2024-07-22,Denmark,North Denmark Region,DK-81,2022-06-12,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2022-07-10,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2023-02-12,250
DK,dmi radar,44,23,2024-07-22,Denmark,North Denmark Region,DK-81,2023-03-05,250
DK,dmi radar,12,23,2024-07-22,Denmark,North Denmark Region,DK-81,2023-03-26,250
DK,dmi radar,,23,2024-07-22,Denmark,North Denmark Region,DK-81,2023-05-07,250
DK,dmi radar,34,23,2024-07-22,Denmark,North Denmark Region,DK-81,2023-05-14,250
DK,dmi radar,28,23,2024-07-22,Denmark,North Denmark Region,DK-81,2023-08-27,250
DK,dmi radar,21,23,2024-07-22,Denmark,North Denmark Region,DK-81,2024-06-02,250
DK,dmi radar,32,23,2024-07-22,Denmark,North Denmark Region,DK-81,2024-06-23,250
DK,dmi radar,31,23,2024-07-22,Denmark,North Denmark Region,DK-81,2024-06-30,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-01-26,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-05-03,250
DK,dmi radar,7,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-05-10,250
DK,dmi radar,11,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-05-17,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-08-09,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2020-12-06,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-02-28,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-04-04,250
DK,dmi radar,30,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-05-09,250
DK,dmi radar,40,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-06-27,250
DK,dmi radar,76,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-07-04,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2021-11-07,250
DK,dmi radar,7,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-01-02,250
DK,dmi radar,,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-02-27,250
DK,dmi radar,20,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-05-15,250
DK,dmi radar,10,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2022-09-18,250
DK,dmi radar,21,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-01-01,250
DK,dmi radar,13,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-01-08,250
DK,dmi radar,17,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-05-21,250
DK,dmi radar,73,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-06-25,250
DK,dmi radar,12,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2023-10-15,250
DK,dmi radar,13,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-01-21,250
DK,dmi radar,66,23,2024-07-22,Denmark,Central Denmark Region,DK-82,2024-07-21,250
DK,dmi radar,8,23,2024-07-22,Denmark,Region Syddanmark,DK-83,2019-08-18,250
DK,dmi radar,6,23,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-01-05,250
DK,dmi radar,,23,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-04-05,250
DK,dmi radar,,23,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-04-12,250
DK,dmi radar,,23,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-08-09,250
DK,dmi radar,5,23,2024-07-22,Denmark,Region Syddanmark,DK-83,2020-09-27,250
